Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
67.0, Beginner, Answer,0,Student78,67,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0, Merchant, Tanker, Port, Port, Beam, Broad On Bow,7590,5191.137,301,311.4925,350,22.86237, no, No, Starboard, Starboard, Bow, Broad On Bow, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
120.0, Beginner, Answer,0,Student78,56,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0, Merchant, Tanker, Starboard, Port, Bow, Broad On Bow,9857,3588.139,30,322.8179,40,37.50974, no, No, Port, Starboard, Beam, Broad On Bow, None, , Crossing, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
196.0, Beginner, Answer,0,Student78,67,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0, Merchant, Merchant, Starboard, Port, Bow, Bow,7550,5753.42,20,350.9005,20,4.684021, no, No, Port, Starboard, Beam, Beam, None, , Crossing, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
290.0, Beginner, Answer,0,Student78,76,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0, Tanker, Tanker, Port, Port, Bow, Bow,11400,4656.332,359,357.8534,50,357.2881, no, No, Port, Port, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
400.0, Beginner, Answer,0,Student78,35,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0, Merchant, Merchant, Starboard, Port, Bow, Bow,8074,7002.642,1,340.2704,140,7.928223, no, No, Starboard, Port, Beam, Beam, None, , Head On, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
491.0, Beginner, Answer,0,Student78,49,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0, Merchant, Merchant, Port, Starboard, Bow, Broad On Bow, None,6950.387, None,43.72461, None,337.6616, no, No, Port, Port, Bow, Broad On Bow, None, , Head On, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 40 degrees, 10 degrees, , 
559.0, Beginner, Answer,0,Student78,53,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow, None,10116.64, None,341.8054, None,7.236603, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
657.0, Beginner, Answer,0,Student78,56,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0, Merchant, Tanker, Port, Port, Bow, Bow,2800,3438.708,358,357.9968,180,1.323242, no, No, Port, Starboard, Beam, Beam, None, , Overtaking, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
767.0, Beginner, Answer,0,Student78,49,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0, Tanker, Tug With Tow, Starboard, Starboard, Bow, Beam,7500,4936.898,2,62.10678,60,332.5272, no, No, Port, Port, Beam, Bow, None, , Head On, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 60 degrees, 10 degrees, , 
853.0, Beginner, Answer,0,Student78,45,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0, Warship, Merchant, Starboard, Starboard, Bow, Bow, None,6903.007, None,0.7891235, None,359.4045, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
