Time, Difficulty, EventType, Latency, Score, TargetVesselTypescore, TargetIsPortStarboardscore, TargetIsBowBeamSternscore, TargetRangescore, TargetBearingscore, TargetAnglescore, TargetBearingDriftscore, TargetCPARangescore, TargetCPAIsPortStarboardscore, TargetCPAIsBowBeamSternscore, TargetCPATimescore, RuleTypescore, StandOnGiveWayscore, Actionscore, Degreesscore, Speedscore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPARangechosen, TargetCPARangecorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPATimechosen, TargetCPATimecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, ,Unnamed: 54
92.0,0.23, Answer,0.0,51.4,2,2,2.0,1.7,0,0,0,0,5,0.0,1.7,15,2,19,1,0, TugWithTow, TugWithTow, Port, Port, Bow, Bow,7900,7019,180,359,180,0, has strong left, is CBDR,5000,0, Port, Port, Bow, Beam,6,8, Head On, Head On, Giveway, Giveway, turn to starboard, turn to starboard, 90 deg, 90 deg, hold speed, hold speed, , 
185.0, Answer,0.0,45.7,2.0,0,2,0.0,3.0,0,0,0,0,0,1.7,15.0,2,19,1,0, Merchant, Merchant, Port, Stbd, Bow, Bow,9000,7878,22,25,11,325, has strong left, is CBDR,5000,0, Port, Stbd, Bow, Quarter,6,8, Crossing, Crossing, Giveway, Giveway, turn to starboard, turn to starboard, 20 deg, 20 deg, hold speed, hold speed, , ,
272.0,0.28, Answer,0.0,69.7,2,2,2.0,0.0,0,20,0,0,5,0.0,1.7,15,2,19,1,0, Merchant, Merchant, Port, Port, Bow, Bow,5000,3654,180,359,180,180, has strong left, is CBDR,5000,19, Port, Port, Bow, Beam,6,8, Overtaking, Overtaking, Giveway, Giveway, turn to starboard, turn to starboard, 90 deg, 90 deg, hold speed, hold speed, , 
382.0,0.31, Answer,0.0,54.4,2,2,2.0,1.7,3,0,0,0,5,0.0,1.7,15,2,19,1,0, TugWithTow, TugWithTow, Port, Port, Bow, Bow,3800,3291,360,359,0,180, has strong left, is CBDR,5000,12, Port, Port, Bow, Beam,6,8, Overtaking, Overtaking, Giveway, Giveway, turn to starboard, turn to starboard, 90 deg, 90 deg, hold speed, hold speed, , 
467.0, Answer,0.0,47.7,2.0,0,2,2.0,3.0,0,0,0,0,0,1.7,15.0,2,19,1,0, TugWithTow, TugWithTow, Port, Stbd, Bow, Bow,3400,3160,0,0,33,179, has strong left, is CBDR,5000,8, Port, Stbd, Bow, Beam,6,8, Overtaking, Overtaking, Giveway, Giveway, turn to starboard, turn to starboard, 0 deg, 0 deg, hold speed, hold speed, , ,
558.0, Answer,0.0,67.7,0.0,2,2,0.0,0.0,20,0,0,5,0,1.7,15.0,2,19,1,0, Akuna 4_45, Sirius Star_57, Port, Port, Bow, Bow,5000,2895,180,359,180,180, has strong left, is CBDR,5000,19, Port, Port, Bow, Beam,6,8, Overtaking, Overtaking, Giveway, Giveway, turn to starboard, turn to starboard, 90 deg, 90 deg, hold speed, hold speed, , ,
668.0,0.38, Answer,0.0,12.0,0,2,2.0,0.0,0,0,0,0,5,0.0,2.0,0,0,0,1,0, Tractor Tug 50_95, Grand Princess_115, Port, Port, Bow, Bow,2800,8949,180,328,180,26, has strong left, is CBDR,5000,0, Port, Port, Bow, Quarter,8,8, Head On, Crossing, Giveway, Stand on, turn to starboard, hold course and speed, 90 deg, 90 deg, hold speed, hold speed, , 
776.0,0.4, Answer,0.0,24.7,0,0,0.0,1.7,0,20,0,0,0,0.0,2.0,0,0,0,1,0, Yavuz_152, CMA CGM Norsk_175, Port, Stbd, Bow, Stern,1600,906,360,179,0,359, has strong left, is CBDR,5000,59, Port, Stbd, Bow, Beam,6,7, Head On, Overtaking, Giveway, Stand on, turn to starboard, hold course and speed, 90 deg, 90 deg, hold speed, hold speed, , 
842.0,0.44, Answer,0.0,26.7,0,0,0.0,0.0,3,0,0,0,0,0.0,1.7,0,2,19,1,0, Hook Vessels, Yavuz_361, Port, Stbd, Bow, Stern,5000,551,180,179,180,359, has strong left, is CBDR,5000,46, Port, Stbd, Bow, Beam,6,8, Crossing, Overtaking, Stand on, Stand on, hold course and speed, hold course and speed, 90 deg, 90 deg, hold speed, hold speed, , 
953.0, Answer,0.0,31.7,0.0,2,2,0.0,0.0,20,0,0,5,0,1.7,0.0,0,0,1,0, Hook Vessels, Tractor Tug 50_301, Port, Port, Bow, Bow,5000,3177,180,359,180,180, has strong left, is CBDR,5000,5, Port, Port, Bow, Beam,6,8, Crossing, Overtaking, Stand on, Giveway, hold course and speed, turn to starboard, 90 deg, 90 deg, hold speed, hold speed, , ,
