Student26_2024_03_18_23_49, 2024-03-18 23:49
Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
0006.1, None, GameMode, -1, Quiz
0006.1, None, Continue, -1, Continue
0064.4, Beginner, Answer, 0, Student26, 52, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 11741, 10152.49, 330, 330.9273, 20, 12.41351, no, No, Port, Starboard, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0107.2, Beginner, Answer, 0, Student26, 35, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, Warship, Merchant, Port, Starboard, Bow, Bow, 11248, 9898.703, 0, 1.976179, 180, 358.8629, no, No, Port, Port, Bow, Beam, None, , Overtaking, Head On, Give Way, Give Way, Turn To Port, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0153.6, Beginner, Answer, 0, Student26, 88, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 10860, 9316.699, 347, 347.0419, 0, 7.364075, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
0197.2, Beginner, Answer, 0, Student26, 64, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 9623, 8320.195, 251, 351.3466, 23, 6.665466, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0227.1, Beginner, Answer, 0, Student26, 71, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Bow, 10440, 9210.065, 27, 27.11225, 40, 345.1396, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 30 degrees, 10 degrees, , 
0271.4, Beginner, Answer, 0, Student26, 33, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, Warship, Merchant, Port, Port, Bow, Bow, 11218, 2704.365, 360, 359.501, 342, 179.501, no, No, Port, Port, Bow, Beam, None, , Head On, Overtaking, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
0316.3, Beginner, Answer, 0, Student26, 71, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, Tanker, Tanker, Port, Starboard, Bow, Bow, 10987, 9452.26, 13, 13.72647, 44, 352.2968, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0363.5, Beginner, Answer, 0, Student26, 52, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 10224, 8759.476, 357, 357.5331, 33, 1.606842, no, No, Port, Starboard, Beam, Beam, None, , Head On, Head On, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
0403.7, Beginner, Answer, 0, Student26, 94, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Beam, 9977, 8630.53, 56, 56.68793, 340, 338.179, no, No, Port, Port, Bow, Bow, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 60 degrees, 10 degrees, , 
0434.5, Beginner, Answer, 0, Student26, 51, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, Warship, Tanker, Port, Starboard, Bow, Bow, 11255, 10301.71, 0, 27.40021, 180, 348.1298, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 30 degrees, 10 degrees, , 
