Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
83.0, Beginner, Answer,0,Student69,50,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0, Tanker, Tanker, Port, Starboard, Bow, Bow,10407,6159.335,2,2.086377,89,358.3004, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
174.0, Beginner, Answer,0,Student69,64,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0, Merchant, Merchant, Starboard, Port, Bow, Bow,10794,8768.363,348,348.896,108,4.936401, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
241.0, Beginner, Answer,0,Student69,73,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0, Merchant, Merchant, Starboard, Starboard, Bow, Bow,7562,5867.486,24,23.94025,125,341.8295, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 20 degrees, 20 degrees, , 
335.0, Beginner, Answer,0,Student69,54,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,10118,7807.679, None,0.4976617,87,359.6624, no, No, Port, Port, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
445.0, Beginner, Answer,0,Student69,35,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0, Merchant, Merchant, Starboard, Port, Bow, Bow,10192,8312.47,326,326.3701,131,13.67462, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
541.0, Beginner, Answer,0,Student69,64,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0, Tug With Tow, Tug With Tow, Starboard, Port, Bow, Bow, None,8494.065, None,359.197,272,0.3732605, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Stand On, Give Way, Turn To Starboard, Turn To Starboard, 40 degrees, 20 degrees, 40 degrees, , 
701.0, Beginner, Answer,0,Student69,47,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0, Tanker, Tanker, Starboard, Starboard, Quarter, Quarter,2400,1928.692,163,159.2193,64,340.182, no, No, Port, Starboard, Bow, Beam, None, , Overtaking, Overtaking, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
793.0, Beginner, Answer,0,Student69,28,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0, Fishing Vessel, Tanker, Port, Starboard, Bow, Bow, None,5639.813, None,19.78339,95,344.084, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
875.0, Beginner, Answer,0,Student69,78,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,2800,2244.006,356,355.1801,345,174.9249, no, No, Port, Port, Beam, Beam, None, , Overtaking, Overtaking, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 20 degrees, 20 degrees, , 
967.0, Beginner, Answer,0,Student69,96,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Starboard, Starboard, Beam, Beam,6500,4154.885,65,65.07983,340,334.3992, no, No, Port, Port, Bow, Bow, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 70 degrees, 70 degrees, 70 degrees, , 
