Student28_2024_04_02_10_15, 2024-04-02 10:15
Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
0006.0, None, GameMode, -1, Quiz
0006.0, None, Continue, -1, Continue
0277.6, Beginner, Answer, 0, Student28, 91, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Tanker, Tanker, Port, Starboard, Bow, Bow, 6333, 5689.574, 2, 2.074189, 340, 358.2895, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0520.0, Beginner, Answer, 0, Student28, 91, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 5155, 7471.65, 340, 348.8947, 0, 4.807129, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
0779.2, Beginner, Answer, 0, Student28, 57, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Bow, 5177, 4969.881, 23, 23.73756, 330, 341.7121, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Port, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0970.2, Beginner, Answer, 0, Student28, 91, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Tanker, Tanker, Port, Starboard, Bow, Bow, 7169, 7656.876, 0, 0.4966668, 0, 359.6613, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1151.7, Beginner, Answer, 0, Student28, 88, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 7508, 7949.559, 326, 326.5022, 0, 13.92499, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
1341.2, Beginner, Answer, 0, Student28, 88, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Tug With Tow, Tug With Tow, Port, Port, Bow, Bow, 7346, 7677.458, 359, 359.217, 0, 0.4708862, no, No, Port, Starboard, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1543.6, Beginner, Answer, 0, Student28, 93, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 7252, 7039.582, 359, 359.1571, 20, 0.4250793, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1718.5, Beginner, Answer, 0, Student28, 88, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Tanker, Tanker, Port, Port, Bow, Bow, 7520, 7292.677, 338, 338.8051, 0, 11.02167, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
1923.5, Beginner, Answer, 0, Student28, 89, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Broad On Bow, 5600, 5553.907, 49, 49.79181, 340, 331.6334, no, No, Port, Port, Bow, Broad On Bow, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 50 degrees, 10 degrees, , 
2186.0, Beginner, Answer, 0, Student28, 67, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, Warship, Merchant, Port, Starboard, Bow, Bow, 8114, 5924.703, 19, 19.35831, 30, 349.3412, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
