Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
91.0, Beginner, Answer,0,Student79,78,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,8306,6634.554,2,2.094919,137,358.3094, no, No, Port, Port, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 20 degrees, 20 degrees, , 
178.0, Beginner, Answer,0,Student79,56,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,10791,8432.665,348,348.9355,359,4.848755, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
263.0, Beginner, Answer,0,Student79,28,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0, Warship, Merchant, Port, Starboard, Bow, Bow, None,7103.066, None,24.12646,342,342.0147, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
330.0, Beginner, Answer,0,Student79,43,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0, Fishing Vessel, Tanker, Port, Starboard, Bow, Bow, None,9492.575, None,0.5096819,337,359.6744, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
401.0, Beginner, Answer,0,Student79,73,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,10192,8226.412,326,326.3359,348,13.65506, no, No, Starboard, Port, Beam, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
469.0, Beginner, Answer,0,Student79,45,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0, Warship, Tug With Tow, Port, Port, Bow, Bow, None,9508.957, None,359.1982,26,0.3720398, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
616.0, Beginner, Answer,0,Student79,42,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Quarter, None,2094.599, None,160.726,136,341.6841, no, No, Port, Starboard, Bow, Beam, None, , Overtaking, Overtaking, Stand On, Stand On, Turn To Port, Hold Course And Speed, 40 degrees, 0 degrees, 40 degrees, , 
726.0, Beginner, Answer,0,Student79,71,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,7000,5040.709,19,19.66629,181,343.9553, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Stand On, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
846.0, Beginner, Answer,0,Student79,98,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,2700,1807.253,356,354.0384,180,173.7064, no, No, Port, Port, Beam, Beam, None, , Overtaking, Overtaking, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 20 degrees, 20 degrees, , 
958.0, Beginner, Answer,0,Student79,54,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0, Merchant, Merchant, Port, Starboard, Bow, Beam, None,5675.014, None,65.63608,244,335.0041, no, No, Port, Port, Bow, Bow, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 70 degrees, 20 degrees, , 
