Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
76.0, Beginner, Answer,0,Student77,78,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,8306,6634.554,2,2.094919,130,358.3094, no, No, Port, Port, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 20 degrees, 20 degrees, , 
157.0, Beginner, Answer,0,Student77,56,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,10791,8432.665,348,348.9355,357,4.848755, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
233.0, Beginner, Answer,0,Student77,28,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0, Warship, Merchant, Port, Starboard, Bow, Bow, None,7103.066, None,24.12646,270,342.0147, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
297.0, Beginner, Answer,0,Student77,54,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,10118,7807.679, None,0.4976617,85,359.6624, no, No, Port, Port, Beam, Beam, None, , Head On, Head On, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
350.0, Beginner, Answer,0,Student77,49,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0, Merchant, Merchant, Starboard, Port, Bow, Bow,10192,8581.877,326,326.4695,180,13.77942, no, No, Port, Starboard, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
426.0, Beginner, Answer,0,Student77,51,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0, Tug With Tow, Tug With Tow, Starboard, Port, Bow, Bow,20065,8293.965,300,359.1987,135,0.3765869, no, No, Port, Port, Bow, Beam, None, , Overtaking, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
572.0, Beginner, Answer,0,Student77,42,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0, Warship, Tanker, Port, Starboard, Bow, Quarter, None,2361.836, None,162.7377,325,343.6908, no, No, Port, Starboard, Bow, Beam, None, , Head On, Overtaking, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
657.0, Beginner, Answer,0,Student77,54,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0, Tanker, Tanker, Starboard, Starboard, Bow, Bow,4000,4926.04,19,19.63327,64,343.9426, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
733.0, Beginner, Answer,0,Student77,98,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0, Merchant, Merchant, Port, Port, Bow, Bow,2700,1807.253,356,354.0384,180,173.7064, no, No, Port, Port, Beam, Beam, None, , Overtaking, Overtaking, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 20 degrees, 20 degrees, , 
824.0, Beginner, Answer,0,Student77,54,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0, Merchant, Merchant, Port, Starboard, Bow, Beam, None,5675.014, None,65.63608,170,335.0041, no, No, Port, Port, Bow, Bow, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 20 degrees, 70 degrees, 20 degrees, , 
