Student13_2024_03_18_20_46, 2024-03-18 20:46
Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
0006.0, None, GameMode, -1, Quiz
0006.0, None, Continue, -1, Continue
0065.5, Beginner, Answer, 0, Student13, 91, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Tanker, Tanker, Port, Starboard, Bow, Bow, 9790, 8298.786, 2, 2.119083, 0, 358.3325, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0227.7, Beginner, Answer, 0, Student13, 62, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 11202, 8795.25, 248, 348.9252, 20, 4.92807, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0434.0, Beginner, Answer, 0, Student13, 49, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, Warship, Merchant, Port, Starboard, Bow, Bow, 11092, 5589.836, 0, 23.88037, 180, 341.8204, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0636.3, Beginner, Answer, 0, Student13, 70, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, Tanker, Tanker, Port, Starboard, Bow, Bow, 9506, 7483.386, 0, 0.4946207, 0, 359.6593, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
0873.2, Beginner, Answer, 0, Student13, 30, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 9694, 7062.528, 326, 326.5315, 326, 13.97653, no, No, Port, Starboard, Bow, Beam, None, , Head On, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
1114.1, Beginner, Answer, 0, Student13, 91, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Tug With Tow, Tug With Tow, Port, Port, Bow, Bow, 9178, 6857.186, 369, 359.1766, 0, 0.3059082, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1285.6, Beginner, Answer, 0, Student13, 85, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 9185, 7499.245, 385, 359.1693, 0, 0.4891052, no, No, Port, Starboard, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1472.0, Beginner, Answer, 0, Student13, 28, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, Warship, Tanker, Port, Port, Bow, Bow, 10980, 7125.487, 360, 338.8232, 180, 11.0336, no, No, Port, Starboard, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
1686.9, Beginner, Answer, 0, Student13, 49, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Broad On Bow, None, 5438.384, None, 49.74231, None, 331.6177, no, No, Port, Port, Bow, Broad On Bow, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 50 degrees, 10 degrees, , 
1734.1, Beginner, Answer, 0, Student13, 28, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, Warship, Merchant, Port, Starboard, Bow, Bow, None, 9027.201, None, 19.46802, None, 349.3763, no, No, Port, Port, Bow, Beam, None, , Head On, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
