Student13_2024_03_18_20_34, 2024-03-18 20:34
Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
0009.0, None, GameMode, -1, Quiz
0009.0, None, Continue, -1, Continue
0091.2, Beginner, Answer, 0, Student13, 86, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 11999, 9765.921, 330, 330.9321, 20, 12.41245, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
0287.7, Beginner, Answer, 0, Student13, 87, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Bow, 10942, 7592.074, 2, 1.967042, 0, 358.9006, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Stand On, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0409.2, Beginner, Answer, 0, Student13, 49, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 10060, 8241.98, None, 347.0627, 20, 7.362244, no, No, Port, Starboard, Bow, Beam, None, , Head On, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0550.0, Beginner, Answer, 0, Student13, 52, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 8986, 7139.731, 350, 351.3847, 20, 6.698578, no, No, Port, Starboard, Bow, Beam, None, , Head On, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0679.4, Beginner, Answer, 0, Student13, 30, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, Warship, Merchant, Port, Starboard, Bow, Bow, 11148, 7832.792, 0, 27.03612, 180, 345.0937, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 30 degrees, 10 degrees, , 
0830.0, Beginner, Answer, 0, Student13, 73, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 2845, 2262.893, 359.4, 359.4025, None, 179.4025, no, No, Port, Port, Bow, Beam, None, , Overtaking, Overtaking, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1042.7, Beginner, Answer, 0, Student13, 87, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, Warship, Tanker, Port, Starboard, Bow, Bow, 9976, 7046.102, 13.7, 13.67254, 350, 352.2599, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1170.7, Beginner, Answer, 0, Student13, 88, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 9339, 7647.044, 357, 357.5376, 0, 1.576965, no, No, Port, Starboard, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
1355.1, Beginner, Answer, 0, Student13, 62, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, Warship, Merchant, Starboard, Starboard, Bow, Beam, 9241, 6573.756, 56, 56.35876, 290, 337.85, no, No, Starboard, Port, Beam, Bow, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 60 degrees, 10 degrees, , 
1522.7, Beginner, Answer, 0, Student13, 71, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, Tanker, Tanker, Starboard, Starboard, Bow, Bow, 11028, 8104.44, 27, 27.36108, 285, 348.1032, no, No, Starboard, Port, Beam, Beam, None, , Crossing, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 30 degrees, 10 degrees, , 
