Student27_2024_04_02_09_10, 2024-04-02 09:10
Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
0013.7, None, GameMode, -1, Quiz
0013.7, None, Continue, -1, Continue
0096.6, Beginner, Answer, 0, Student27, 63, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, None, 9881.509, None, 330.9308, None, 12.435, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Hold Course And Speed, Hold Course And Speed, 0 degrees, 0 degrees, 10 degrees, , 
0126.9, Beginner, Answer, 0, Student27, 66, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Bow, None, 10085.86, None, 1.977658, None, 358.87, no, No, Port, Port, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0166.1, Beginner, Answer, 0, Student27, 25, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, Warship, Merchant, Port, Port, Bow, Bow, None, 9419.486, None, 347.0399, 180, 7.356628, no, No, Port, Starboard, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0195.7, Beginner, Answer, 0, Student27, 42, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, None, 8488.95, None, 351.3427, None, 6.677917, no, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 10 degrees, 0 degrees, 10 degrees, , 
0255.6, Beginner, Answer, 0, Student27, 33, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, Tug With Tow, Merchant, Port, Starboard, Bow, Bow, 10120, 8794.818, 27, 27.09116, 40, 345.1246, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 30 degrees, 10 degrees, , 
0299.9, Beginner, Answer, 0, Student27, 58, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 3104, 2704.412, 359, 359.501, None, 179.501, no, No, Port, Port, Bow, Beam, None, , Crossing, Overtaking, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0343.7, Beginner, Answer, 0, Student27, 50, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, Tanker, Tanker, Port, Starboard, Bow, Bow, 10965, 9468.561, 13.7, 13.72679, 60, 352.2927, no, No, Port, Port, Bow, Beam, None, , Crossing, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 20 degrees, 10 degrees, , 
0390.7, Beginner, Answer, 0, Student27, 69, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, Merchant, Merchant, Port, Port, Bow, Bow, 10226, 8761.964, 357, 357.5337, 0, 1.626831, no, No, Port, Starboard, Bow, Beam, None, , Head On, Head On, Give Way, Give Way, Turn To Port, Turn To Starboard, 10 degrees, 20 degrees, 10 degrees, , 
0432.9, Beginner, Answer, 0, Student27, 53, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, Merchant, Merchant, Port, Starboard, Bow, Beam, 9977, 8601.279, 56.7, 56.68372, 40, 338.1468, no, No, Port, Port, Bow, Bow, None, , Crossing, Crossing, Stand On, Give Way, Hold Course And Speed, Turn To Starboard, 0 degrees, 60 degrees, 10 degrees, , 
0470.3, Beginner, Answer, 0, Student27, 71, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, Warship, Tanker, Port, Starboard, Bow, Bow, 11255, 10196.33, 0, 27.39874, 0, 348.1265, no, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 10 degrees, 30 degrees, 10 degrees, , 
