student15_2024_02_22_13_35, 2024-02-22 13:35
Time, Difficulty, EventType, Latency, Student Name, Score, TargetVesselTypeScore, TargetIsPortStarboardScore, TargetIsBowBeamSternScore, TargetRangeScore, TargetBearingScore, TargetAngleScore, TargetBearingDriftScore, TargetCPAIsPortStarboardScore, TargetCPAIsBowBeamSternScore, TargetCPARangeScore, RuleTypeScore, StandOnGiveWayScore, ActionScore, DegreesScore, SpeedScore, TargetVesselTypechosen, TargetVesselTypecorrect, TargetIsPortStarboardchosen, TargetIsPortStarboardcorrect, TargetIsBowBeamSternchosen, TargetIsBowBeamSterncorrect, TargetRangechosen, TargetRangecorrect, TargetBearingchosen, TargetBearingcorrect, TargetAnglechosen, TargetAnglecorrect, TargetBearingDriftchosen, TargetBearingDriftcorrect, TargetCPAIsPortStarboardchosen, TargetCPAIsPortStarboardcorrect, TargetCPAIsBowBeamSternchosen, TargetCPAIsBowBeamSterncorrect, TargetCPARangechosen, TargetCPARangecorrect, RuleTypechosen, RuleTypecorrect, StandOnGiveWaychosen, StandOnGiveWaycorrect, Actionchosen, Actioncorrect, Degreeschosen, Degreescorrect, Speedchosen, Speedcorrect, 
0020.4, None, GameMode, -1, Quiz
0020.4, None, Continue, -1, Continue
0207.2, Intermediate, Answer, 0, student15, 67, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, Polar Marquis16, MV Serius Star2, Port, Port, Bow, Bow, 9208, 7612.961, 320, 335.77, 25, 10.11407, a left, No, Port, Starboard, Bow, Beam, None, , Crossing, Crossing, Stand On, Stand On, Turn To Port, Hold Course And Speed, 30 degrees, 0 degrees, 30 degrees, , 
0330.5, Intermediate, Answer, 0, student15, 62, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, Smit Houston28, HOS Brigadoon18, Port, Starboard, Bow, Broad On Bow, 6456, 6339.699, 290, 48.08839, 60, 336.9778, a left, No, Port, Port, Bow, Broad On Bow, None, , Crossing, Crossing, Stand On, Give Way, Turn To Starboard, Turn To Starboard, 30 degrees, 50 degrees, 30 degrees, , 
0483.4, Intermediate, Answer, 0, student15, 45, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, HOS Brigadoon46, HOS Brigadoon38, Port, Port, Bow, Bow, 5038, 7227.195, 200, 343.3353, 20, 7.661438, a left, No, Port, Starboard, Bow, Beam, None, , Overtaking, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 30 degrees, 0 degrees, 30 degrees, , 
0582.0, Intermediate, Answer, 0, student15, 51, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, HOS Brigadoon73, Polar Marquis58, Port, Starboard, Bow, Bow, 5977, 6299.742, 319, 20.22093, 30, 347.4972, a left, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 30 degrees, 20 degrees, 30 degrees, , 
0706.4, Intermediate, Answer, 0, student15, 48, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, Harry Truman79, HOS Brigadoon80, Starboard, Port, Bow, Bow, 11155, 5664.072, 0, 335.8717, 0, 18.50189, no, No, Starboard, Starboard, Bow, Beam, None, , Head On, Crossing, Give Way, Stand On, Turn To Starboard, Hold Course And Speed, 20 degrees, 0 degrees, 20 degrees, , 
0904.5, Intermediate, Answer, 0, student15, 51, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, Ferry43107, HOS Brigadoon104, Port, Starboard, Bow, Bow, 5463, 4230.46, 206, 26.68491, 20, 340.2015, a left, No, Port, Port, Bow, Beam, None, , Overtaking, Crossing, Give Way, Give Way, Turn To Starboard, Turn To Starboard, 30 degrees, 30 degrees, 30 degrees, , 
